id,radius
4365,0.27768254
1129,0.65895903
2602,0.2811938
1747,0.6550358
3286,0.27580947
787,0.27269727
2834,0.27820793
84,0.27547708
2995,0.28649464
1557,0.2753889
1315,0.275752
625,0.27570772
5755,0.27798653
3148,0.27562982
5476,0.27583957
2586,0.6465547
323,0.2757399
4445,0.27563637
3265,0.65602195
1569,0.2797122
3727,0.27580473
2091,0.27563664
5682,0.27749932
4588,0.27558208
408,0.275498
5842,0.28216726
4764,0.27569303
5629,0.27558127
393,0.28152844
3682,0.659568
5595,0.66479576
5926,0.28746292
1419,0.6532473
2166,0.2755708
1883,0.6528974
3966,0.28714922
2439,0.27904963
3075,0.6581889
4454,0.2847473
2034,0.27491757
2525,0.27918124
4441,0.65973043
604,0.6583672
4938,0.27845502
4006,0.6572702
4685,0.6537641
4280,0.2856085
4028,0.27547094
5969,0.28602368
3487,0.27580538
1514,0.28164116
4391,0.27565446
2977,0.65771693
1194,0.27576482
1321,0.27554384
1862,0.28052652
2803,0.28492203
811,0.6592428
5725,0.2646684
805,0.28136867
4296,0.27922994
4958,0.2841746
79,0.27643985
4635,0.2757457
3940,0.6552826
1433,0.6559174
5999,0.278502
1600,0.6532279
228,0.2756307
3844,0.27547866
3317,0.27556667
3296,0.2758118
4856,0.2735604
3901,0.287529
5005,0.6618862
3885,0.27569303
4724,0.28880376
1075,0.6574314
5956,0.28418022
2776,0.2755281
681,0.28055486
2549,0.28006727
3407,0.27616638
2098,0.6559571
5564,0.28293586
1221,0.28092036
1912,0.65489256
4558,0.2763398
37,0.2755189
2364,0.27693847
1215,0.27579105
2132,0.27554867
5306,0.64855397
233,0.2783472
3311,0.28264245
5008,0.28565538
4104,0.2774634
5376,0.28721476
5384,0.66982263
4055,0.28179786
1643,0.6539411
2312,0.27559778
4982,0.65192556
696,0.2755853
5957,0.27845174
2550,0.2794538
2929,0.28388232
93,0.27555954
1397,0.27710286
4086,0.27851313
5585,0.27980244
2516,0.6501159
3574,0.6491354
5883,0.2792067
4782,0.64189947
1498,0.27825832
324,0.2759216
5562,0.28481817
544,0.28354472
5371,0.6530075
23,0.27560043
2131,0.27554846
1817,0.658661
2941,0.2758517
1721,0.27567968
2133,0.27561468
3599,0.28319335
565,0.27479765
3995,0.27576756
3839,0.2755264
5256,0.2832433
1864,0.27715257
3903,0.28925264
156,0.27590355
2480,0.27560973
3279,0.27792868
3618,0.6550079
177,0.27541193
1669,0.6547108
439,0.28096503
3718,0.2769075
1188,0.2862283
263,0.28556076
1835,0.28158978
4306,0.28646258
1448,0.65592945
221,0.2745771
254,0.27589568
308,0.2765962
1084,0.28413182
4568,0.28849104
747,0.66754395
31,0.27584508
553,0.28001982
2031,0.65242153
4419,0.28615826
2874,0.65504843
1964,0.2873357
2344,0.6591441
5556,0.28991926
5779,0.28653467
167,0.2791397
763,0.28297585
2328,0.28318977
1261,0.6549327
319,0.27871186
6021,0.27559277
2789,0.27563208
296,0.28162602
3872,0.27105427
530,0.27795532
3740,0.6572633
2877,0.652245
5576,0.27548355
4083,0.27577138
346,0.28040856
80,0.27561578
2780,0.65899265
2847,0.6564408
3970,0.2786607
5806,0.27554882
1357,0.6540144
5357,0.27884963
1039,0.28645462
865,0.27567708
2142,0.65730715
5640,0.27568805
1730,0.2755387
2694,0.6588309
5346,0.27662146
4359,0.29052734
4051,0.27951565
157,0.27734378
576,0.27055734
325,0.2754503
4211,0.28269476
5962,0.28270406
3252,0.28790423
4836,0.28412646
5439,0.64870965
4669,0.27558672
960,0.6561852
2721,0.26578012
706,0.28164136
3297,0.27587014
401,0.28127486
5513,0.28007412
2650,0.2786938
4761,0.2756078
2373,0.64611685
3819,0.28132564
4969,0.28451243
5743,0.27571395
1647,0.2812678
3809,0.27565226
5744,0.28855658
2932,0.65603685
2389,0.2790031
4827,0.27570128
2228,0.2754914
538,0.2755917
2375,0.275609
5628,0.28691477
1235,0.6539315
1684,0.2850112
1755,0.28527102
1212,0.27447596
4385,0.2755015
977,0.2780934
2042,0.28752956
4899,0.2844058
6017,0.27836397
2836,0.27551123
4416,0.27561074
50,0.27547815
4058,0.2757096
1319,0.28509155
1468,0.27567357
2337,0.2755318
2765,0.2831935
3543,0.27555546
4678,0.28251165
3477,0.65795463
1650,0.27774236
1268,0.659273
4686,0.27552304
2691,0.65731794
5537,0.28297582
4824,0.66178006
3021,0.27573016
3765,0.657499
2232,0.27562
2809,0.27553052
5047,0.28063995
5655,0.29198435
4649,0.65514
5066,0.6522456
6022,0.2755835
3184,0.28961894
1158,0.2755694
2463,0.28060135
4371,0.27725992
4266,0.27797955
469,0.27580044
2095,0.28214476
3333,0.6580199
2304,0.27574846
926,0.284496
1350,0.2863336
1383,0.6567663
5144,0.2820556
239,0.27653107
199,0.27214205
4743,0.28655052
1706,0.27923518
1954,0.27580625
3470,0.27814218
3383,0.2880311
1550,0.6520067
5849,0.28331107
465,0.276894
1803,0.28132704
101,0.2755118
4189,0.2767405
1536,0.281793
472,0.2780472
2072,0.65754753
4402,0.28524658
410,0.28013912
2022,0.28182155
3758,0.2878325
5586,0.27569744
5153,0.27553743
3208,0.27708003
4128,0.2844609
4671,0.27577654
2960,0.28625098
1867,0.28219673
4480,0.2771361
2996,0.2843572
4354,0.28252187
881,0.27599606
5715,0.6763972
2754,0.27857774
2505,0.28329253
4647,0.28219864
1888,0.2756883
4830,0.27960932
2138,0.65707916
3164,0.2820991
1665,0.65683866
599,0.27561373
3334,0.6580676
371,0.2782087
2603,0.27546668
1049,0.657209
1870,0.27571797
2913,0.28154615
5067,0.6516299
1892,0.27576035
1142,0.27558082
2526,0.2754484
3834,0.2802936
4832,0.2759713
132,0.28010288
1170,0.6586957
4874,0.275688
2833,0.27561373
1769,0.65710443
5500,0.28708684
746,0.2757514
1879,0.2881252
1322,0.27558142
3481,0.65382296
501,0.27558225
4096,0.28528008
2821,0.28177282
2486,0.6558294
4597,0.65883636
5307,0.65748084
800,0.2758335
3789,0.6570297
3203,0.28573734
1905,0.6544674
2306,0.27553126
2080,0.28366205
168,0.27909786
3017,0.6589031
2523,0.280495
1609,0.65164876
2642,0.65648067
476,0.27585077
4879,0.6571072
3742,0.66047513
5304,0.65610707
2842,0.27990043
2409,0.6568293
5218,0.28377545
230,0.2756307
5107,0.27562428
2187,0.65855557
3217,0.65912145
1695,0.6554265
2534,0.65811557
5388,0.28362203
1788,0.2850241
1044,0.2778188
3968,0.27563807
17,0.2781185
534,0.28235516
3316,0.27558866
1128,0.27579054
3858,0.2808421
2346,0.654086
5084,0.27843064
4945,0.28316972
1837,0.2799131
1496,0.27803165
5077,0.64956737
4629,0.28632432
5805,0.28474903
2758,0.28265205
2436,0.27864388
712,0.2754922
4781,0.27573508
3101,0.27569
3285,0.28437942
4619,0.27575266
4601,0.28750607
4944,0.639089
2892,0.2756433
5701,0.27807936
676,0.27549955
3080,0.27564552
3658,0.2806894
2441,0.285854
1720,0.6558957
14,0.2777079
1223,0.27893937
915,0.27962363
2045,0.6586352
1501,0.27551585
2575,0.27922738
5272,0.6555771
969,0.28211644
1038,0.2803642
2887,0.28054625
65,0.27569208
755,0.65845466
4949,0.27553368
4322,0.28937134
1820,0.657588
1488,0.2796981
506,0.28173557
2792,0.27962375
5679,0.28781617
4961,0.2839662
3700,0.27681962
3933,0.65851325
710,0.28242695
2154,0.27570975
88,0.27698582
2451,0.2927631
889,0.28191108
3660,0.27564257
2918,0.28533256
3214,0.65487695
1451,0.27564493
1421,0.2808941
1199,0.6571102
783,0.6569537
626,0.27565342
1047,0.65768826
877,0.27545983
