id,radius
4365,0.25315720501229255
1129,0.6549274564417362
2602,0.2692979387170405
1747,0.648020580671786
3286,0.28822902255376026
787,0.257570900611105
2834,0.2854625971022599
84,0.26517627057362514
2995,0.2573241752114385
1557,0.2430907405871099
1315,0.2721181887681101
625,0.27483298483641555
5755,0.2573489872359747
3148,0.2568232845737363
5476,0.24894707520150164
2586,0.5670972353565402
323,0.27227855090411135
4445,0.2606933494546317
3265,0.6174691881392969
1569,0.29893979068774096
3727,0.251862499979009
2091,0.2600199303633786
5682,0.28300528614619264
4588,0.27270426109305396
408,0.25568150706440906
5842,0.2786362654746529
4764,0.2801857263530444
5629,0.2728835593565649
393,0.2753503693762114
3682,0.686848729269121
5595,0.6794674856882362
5926,0.3073964754146679
1419,0.5878596999426272
2166,0.28779973141636755
1883,0.6214862181067469
3966,0.2772719897480679
2439,0.2888996693975538
3075,0.65775591473298
4454,0.2611595228838629
2034,0.2588732444974222
2525,0.26350861085509275
4441,0.6539412563918787
604,0.6596460786083783
4938,0.2760096012211889
4006,0.6507722813307947
4685,0.6323435527643678
4280,0.2707997350346571
4028,0.2720633605130674
5969,0.2682520902785778
3487,0.2726682215210438
1514,0.3297234728980543
4391,0.26550254890807146
2977,0.6696727491841802
1194,0.25681622240426133
1321,0.27875986351502424
1862,0.27488115753749864
2803,0.26667086246930183
811,0.6474321486727239
5725,0.2744905734397024
805,0.26283289572245594
4296,0.2536808478973675
4958,0.3004240550720877
79,0.24382924089875216
4635,0.2727854595858669
3940,0.6345617110809316
1433,0.6368272886826534
5999,0.26296918551701565
1600,0.6199743820905699
228,0.27549917013014835
3844,0.2729296685715683
3317,0.27767937044556606
3296,0.24958277835112563
4856,0.24955399481805748
3901,0.2904361834773175
5005,0.6477953723149403
3885,0.2527013967958741
4724,0.2583040365867992
1075,0.6482336678753953
5956,0.3022094183572111
2776,0.2626441029361064
681,0.2750387313245868
2549,0.257757594185982
3407,0.26516871097316735
2098,0.6809141922777184
5564,0.2795779681237689
1221,0.2735803015753556
1912,0.6533474286839295
4558,0.27440185304207765
37,0.2852682316511438
2364,0.26756517242031985
1215,0.27909308530013105
2132,0.25927616263691
5306,0.6307152563770758
233,0.2836829497460742
3311,0.27389582990275363
5008,0.2563827767979814
4104,0.2845635720276637
5376,0.27245499727826183
5384,0.6957962980652932
4055,0.28333513687976863
1643,0.6442844116052147
2312,0.26923117523241985
4982,0.5908379408688068
696,0.2589496236899279
5957,0.29331269143731187
2550,0.25731645181651136
2929,0.28136844231042835
93,0.2863031511869913
1397,0.25686837301663434
4086,0.2713299289175317
5585,0.2740896213171196
2516,0.5834433705800047
3574,0.5650339301397315
5883,0.2646869115140533
4782,0.5451343656623359
1498,0.2516143466631886
324,0.2536310819042107
5562,0.26913613557189914
544,0.272140147292977
5371,0.6308093389533319
23,0.2526468642191698
2131,0.2610733861534219
1817,0.6760306457483769
2941,0.2585616299477867
1721,0.2587585774242112
2133,0.26648914881964675
3599,0.26700510738606476
565,0.2503124802425292
3995,0.2675380113361352
3839,0.28125560306085623
5256,0.2514305478234104
1864,0.24774423911952967
3903,0.2959214484976012
156,0.2819512378760634
2480,0.2773785774270916
3279,0.27323177818449945
3618,0.6648577810357106
177,0.24719771711049127
1669,0.588321850253687
439,0.24826520198794347
3718,0.2805175005689714
1188,0.2823728190070628
263,0.2545130844478697
1835,0.2624380955060489
4306,0.2730680182668786
1448,0.6219227201032831
221,0.3188737653085796
254,0.24330057079282788
308,0.28212176197737726
1084,0.278599667788506
4568,0.27508441810336054
747,0.643857606201039
31,0.24724908593911127
553,0.2658040860977076
2031,0.63879512243164
4419,0.27847601786805226
2874,0.6264240889995383
1964,0.28934056097347316
2344,0.6651117113807957
5556,0.26936292156744907
5779,0.27597341373298695
167,0.257238601985713
763,0.2688096457558534
2328,0.26500747262125984
1261,0.6337466225152976
319,0.2694468982493493
6021,0.26773016177235665
2789,0.27318208893601487
296,0.2811866277275753
3872,0.2523844674801732
530,0.2720444896254534
3740,0.6392263800133704
2877,0.6245502909305856
5576,0.26724467368245086
4083,0.2617017960454663
346,0.28221399590231977
80,0.2531761613011738
2780,0.6539406526717554
2847,0.6551899160157191
3970,0.2652070104201984
5806,0.2715147352143953
1357,0.5847829510089388
5357,0.28820423809742857
1039,0.2890182749725063
865,0.27416440208029697
2142,0.6859771880946168
5640,0.2638960290493482
1730,0.26587819174962024
2694,0.6908740187279485
5346,0.28180328959322937
4359,0.264961699725628
4051,0.25548806739348406
157,0.2782530686597546
576,0.25805245528486237
325,0.2698354614448547
4211,0.28209189782450683
5962,0.27326386105519296
3252,0.3092435811281487
4836,0.28038213988705557
5439,0.6418146231643396
4669,0.27892127022849
960,0.6118423963392462
2721,0.25749188086387603
706,0.2711851856890969
3297,0.24367922921147367
401,0.2771832448666472
5513,0.271854243700676
2650,0.26183930550718304
4761,0.275041097410402
2373,0.5529927557457921
3819,0.26867197885747
4969,0.25981332663651485
5743,0.26810987844280254
1647,0.2928443655231564
3809,0.2730066506805897
5744,0.27160976893261923
2932,0.6794292799767017
2389,0.28798830448085805
4827,0.2606243703198153
2228,0.2815575074663071
