id,radius
4365,0.27391735
1129,0.65008605
2602,0.27391735
1747,0.6462816
3286,0.27391735
787,0.27391735
2834,0.27391735
84,0.27391735
2995,0.27391735
1557,0.27391735
1315,0.27391735
625,0.27391735
5755,0.27391735
3148,0.27391735
5476,0.27391735
2586,0.63582003
323,0.27391735
4445,0.27391735
3265,0.6404172
1569,0.27391735
3727,0.27391735
2091,0.27391735
5682,0.27391735
4588,0.27391735
408,0.27391735
5842,0.27391735
4764,0.27391735
5629,0.27391735
393,0.27391735
3682,0.64726114
5595,0.60248804
5926,0.27391735
1419,0.6407193
2166,0.27391735
1883,0.6457745
3966,0.27391735
2439,0.27391735
3075,0.6456897
4454,0.27391735
2034,0.27391735
2525,0.27391735
4441,0.6309668
604,0.6484107
4938,0.27391735
4006,0.64567065
4685,0.6380605
4280,0.27391735
4028,0.27391735
5969,0.27391735
3487,0.27391735
1514,0.27391735
4391,0.27391735
2977,0.64423954
1194,0.27391735
1321,0.27391735
1862,0.27391735
2803,0.27391735
811,0.64960146
5725,0.27391735
805,0.27391735
4296,0.27391735
4958,0.27391735
79,0.27391735
4635,0.27391735
3940,0.64464784
1433,0.64654696
5999,0.27391735
1600,0.64489895
228,0.27391735
3844,0.27391735
3317,0.27391735
3296,0.27391735
4856,0.27391735
3901,0.27391735
5005,0.59787834
3885,0.27391735
4724,0.27391735
1075,0.6488533
5956,0.27391735
2776,0.27391735
681,0.27391735
2549,0.27391735
3407,0.27391735
2098,0.64706326
5564,0.27391735
1221,0.27391735
1912,0.6462642
4558,0.27391735
37,0.27391735
2364,0.27391735
1215,0.27391735
2132,0.27391735
5306,0.6287571
233,0.27391735
3311,0.27391735
5008,0.27391735
4104,0.27391735
5376,0.27391735
5384,0.6276349
4055,0.27391735
1643,0.6460997
2312,0.27391735
4982,0.6378337
696,0.27391735
5957,0.27391735
2550,0.27391735
2929,0.27391735
93,0.27391735
1397,0.27391735
4086,0.27391735
5585,0.27391735
2516,0.641001
3574,0.6305692
5883,0.27391735
4782,0.6213442
1498,0.27391735
324,0.27391735
5562,0.27391735
544,0.27391735
5371,0.6365024
23,0.27391735
2131,0.27391735
1817,0.59131396
2941,0.27391735
1721,0.27391735
2133,0.27391735
3599,0.27391735
565,0.27391735
3995,0.27391735
3839,0.27391735
5256,0.27391735
1864,0.27391735
3903,0.27391735
156,0.27391735
2480,0.27391735
